=== XẾP HẠNG SELLER ===

  Hạng Seller_ID                                   Tổng DT   Số đơn       Tiền hàng       Phí VC
   831 bb7a14e229b1c95156719c3d9552eeee           3,519.45       11        3,190.10       329.35
   832 f61c63d13f7cd800549d5acdd390ae72           3,501.69       26        3,072.30       429.39
   833 b335c59ab742f751a85db9c411a86739           3,480.72       33        2,873.34       607.38
   834 1771297ac436903d1dd6b0e9279aa505           3,466.43       28        2,881.27       585.16
   835 fce62094ffe6a4009188ec44e681dfdd           3,452.63        4        2,969.70       482.93
   836 2156f2671501a81034d7d07f217609d0           3,433.89       22        2,981.50       452.39
   837 55f7a3319d80f7fdf078b8f03e6725fe           3,420.45       22        3,013.78       406.67
   838 f7720c4fa8e3aba4546301ab80ea1f1b           3,418.97       60        2,083.45     1,335.52
   839 1ce3ae5a399804d1a87e706f8a813c3e           3,416.69       40        2,563.00       853.69
   840 bd697db56ff8e7c9cd1abeb7f72029b2           3,415.20       22        3,069.78       345.42
   841 a1474fd46fd3430168f7ec202da39408           3,413.52       12        2,752.50       661.02
   842 5bc55dbe2f12b6af6d83ed46023e0dc8           3,409.38       17        2,992.10       417.28
   843 3fd1e727ba94cfe122d165e176ce7967           3,394.42       37        2,805.20       589.22
   844 5cbbd5a299cab112b7bf23862255e43e           3,385.21       36        2,726.06       659.15
   845 49e7217cfe4e427191c378ec626d8737           3,378.31       13        3,002.70       375.61
   846 d25aa0aaacb370e912f8cf6efeba38b3           3,373.13       17        2,658.45       714.68
   847 e99e927c81e3f51739c94fcdfca9f10f           3,360.47       22        2,702.83       657.64
   848 5b35136197710e16ac5e7b7c2bd4ea85           3,350.29        7        3,104.20       246.09
   849 cd06602b43d8800bd0afad514919d35c           3,335.33       44        2,588.07       747.26
   850 31561f325664a8a7aba4c8d0c3a9b3db           3,329.36       36        2,702.19       627.17
   851 fd386aa7bed2af3c7035c65506c9b4a3           3,316.17       69        2,304.15     1,012.02
   852 4305fe92735c8a43d154ff6dd2b8d927           3,314.25       19        2,885.90       428.35
   853 33576ec5412fb5905d876f12f33bfde6           3,287.98       31        2,718.00       569.98
   854 51702dc2a3e106c76dbff722b5bf0726           3,287.04       13        2,705.10       581.94
   855 efcd8d2104f1a05d028af7bad20d974b           3,280.19       47        2,424.78       855.41
   856 730937bf88cb151eb2eb849f642fc213           3,277.17       22        2,821.20       455.97
   857 850913d59ce317156b00f3705f1c3edb           3,270.96       32        2,690.00       580.96
   858 b494891378bd8f4560abe576c52deacd           3,270.82       20        2,958.90       311.92
   859 ede0c03645598cdfc63ca8237acbe73d           3,269.87       46        2,518.37       751.50
   860 df56d7b40d437f88407c5f78b63bc328           3,251.50       22        2,791.28       460.22
   861 60562ab00b8054280520d390c8c0045c           3,247.09       17        2,943.00       304.09
   862 d9e8c084b68fe958861d8f2c21202e6b           3,231.86        9        3,050.00       181.86
   863 d93844a9c55ba7ce353388bcf849ea56           3,229.52       12        2,708.50       521.02
   864 3cfa1358a6caa965278721344c8d76f2           3,221.53        5        3,140.28        81.25
   865 4992e76a42cb3aad7a7047e0d3d7e729           3,218.57       57        2,211.10     1,007.47
   866 4c8545742faaf58fafd5fd14d25d75cf           3,216.31        4        3,020.00       196.31
   867 a369d693961cb93b61ca2cc518872a85           3,213.79       11        2,597.00       616.79
   868 8ab42aa58097fd4668d60cc648225d5f           3,210.39       20        2,616.75       593.64
   868 6338ea67c41078a46ad99cc009654956           3,210.39       37        2,286.09       924.30
   869 ffa6adafb71b807dc13159e26431354c           3,206.98       18        2,669.90       537.08
   870 fec6275253471ace26d209bbaa64cd0f           3,195.67        9        2,840.00       355.67
   871 f44b6f775a2b390380e0e30b5c9d3eee           3,188.24       10        2,930.00       258.24
   872 1996942dc085d7773ba77a529b163cd0           3,183.43       10        2,943.51       239.92
   873 be9a160a9011f627c3e121d076c1ec7b           3,182.52        7        2,934.00       248.52
   874 4342d4b2ba6b161468c63a7e7cfce593           3,163.31       20        2,867.10       296.21
   875 0885aaf116795758dfeb5f1032487bcd           3,162.32       28        2,648.00       514.32
   876 612a743d294c27884fb7b80d2b19ba35           3,162.15        2        3,057.70       104.45
   877 56e361f411e38dcef17cdc2a3d99628b           3,155.76        5        1,298.00     1,857.76
   878 1987cd4be10fe09ee50454f9c354d1c6           3,135.23       14        2,877.70       257.53
   879 8f54d64f28a993550aa7943f12572959           3,133.12       15        2,755.50       377.62
   880 157c3e4b42f81ac4a44e8b1ca2fe9876           3,131.82       23        2,548.50       583.32
   881 9906e7aa42a3c067b7c9a564d01c4320           3,115.60       12        2,619.00       496.60
   882 13074f016982ff2bd6c58ced8682f000           3,111.70       14        2,116.00       995.70
   883 9c068d10aca38e85c50202e17b4a7e88           3,108.83       17        2,658.90       449.93
   884 62c50c1af4dfdc4149d25c5222043d39           3,096.03       14        2,785.72       310.31
   885 82bd0703a4aefd6b599e5bfdaed378fb           3,084.84       21        2,692.28       392.56
   886 d32e3909cfb714fb2a6cb092c85b9c5f           3,078.90       10        2,827.90       251.00
   887 820cc752a266cdc6c1a1e61dd4583330           3,078.77       15        2,802.80       275.97
   888 b1204cfda1d4948679db3cfc0d3cb95c           3,078.15        7        2,903.70       174.45
   889 78744a20ee2f80ba64f6804c25def2b8           3,068.85        6        2,715.00       353.85
   890 d3dcf0604eabf0224fbd5948b5e02f69           3,067.41        9        2,902.30       165.11
   891 082e0bf4cb865a6533b1e8e498cc0255           3,064.33       11        2,073.30       991.03
   892 b74d1c09cb380e1d03a6f859c6f4224b           3,053.20       31        2,221.60       831.60
   893 ccf8813e5a7d6c84d865cd38bfc2b130           3,051.29       26        2,635.50       415.79
   894 f125f3a310c2e5f822d116147de1e474           3,049.29       16        2,761.40       287.89
   895 3504c0cb71d7fa48d967e0e4c94d59d9           3,037.31       53        2,349.94       687.37
   896 5a93f3ab0ef4c84ed5e1b5dbf23978bc           3,035.39       39        2,338.25       697.14
   897 0bb738e4d789e63e2267697c42d35a2d           3,030.64       30        2,388.30       642.34
   898 1d4587203296c8f4ad134dc286fa6db0           3,027.54       42        2,323.30       704.24
   899 dd58ee93286b0821565574c570e9e1dc           3,023.31        2        2,948.00        75.31
   900 f214d28e8d8e3ef068748498ccc2f813           3,021.52       54        2,212.41       809.11
   901 606ce7768feac12c5e8bd58db8b08f0f           3,018.86        5        2,916.60       102.26
   902 e908c0f3646e8b60375734a350d95d71           3,009.53        1        2,951.00        58.53
   903 b56906f7fd1696e043f1bcce164c487b           2,995.42       40        2,148.49       846.93
   904 6f229cc508fc6915ed5c499efd93baa4           2,988.68       13        2,654.80       333.88
   905 5abb8ea023c77787f2c15da891c8d384           2,987.20       13        2,241.00       746.20
   906 f805b96fa705ba7995a221f1749dc141           2,986.87        7        2,744.44       242.43
   907 fe26f3ecb51a15e6d8335cd92da42562           2,971.55        7        2,708.96       262.59
   908 052577151711aec5c744fe12e66db3e1           2,970.42        4        2,748.00       222.42
   909 d3f39f05462b79a4562d35893a28f159           2,968.77       34        2,411.30       557.47
   910 47efca563408aae19bb7206c2d969ea9           2,965.32       12        2,522.00       443.32
   911 f1b93673502375d491780bb49d615dbc           2,959.28        8        2,638.93       320.35
   912 cac876b37d3abcd6bd76caca30277996           2,958.79       27        2,229.77       729.02
   913 323ce52b5b81df2cd804b017b7f09aa7           2,955.67       30        2,554.20       401.47
   914 4b0fdb526525f9890eb145bf1534640e           2,954.21       18        2,419.00       535.21
   915 116ccb1a1604bc88e4d234a8c23f33de           2,948.33       61        2,004.89       943.44
   916 888faa8bfb0b159c37de6d898b961c31           2,945.00       19        2,418.30       526.70
   917 daeb5653dd96c1b11860f72209795012           2,938.06       40        2,305.90       632.16
   918 bc302730ea8cf49b5c74f579febb5bbf           2,930.17       11        2,640.90       289.27
   919 655220df33262c7e0c4949a147366f94           2,926.53       13        2,245.00       681.53
   920 04aba03279157f6d4e0fe8ccaf21963c           2,922.33       16        2,575.90       346.43
   921 2c4c47cb51acd5ea5db5e0ae0e26542a           2,917.37       12        2,575.90       341.47
   922 5160d23075764e18e07c1f4a87fad743           2,915.42       34        2,429.00       486.42
   923 0725b8c0f3f906e58f70cbe76b7c748c           2,905.99       17        2,190.30       715.69
   924 41ab63a91b8b264e8c8780368bf1dd5b           2,874.22       12        2,571.95       302.27
   925 491a5ada3aa1678414e990262c4bbdc1           2,873.81        2        2,840.00        33.81
   926 f1c1ac3f3efc07e659c035008e615e66           2,864.78        4        2,561.96       302.82
   927 4e8dacf3d38f281ae26c3e0321d92d88           2,861.11       10        2,644.95       216.16
   928 3a734b715d333a2588a3d54a0c9b8746           2,859.16       18        2,463.52       395.64
   929 8a87611c08849ffeeccab52aa798b6c7           2,855.12       13        2,369.80       485.32
   930 fdaaf5bfda82b7b80535610c831b8d09           2,848.32       10        2,588.90       259.42
   931 bb5bd94c8f59cc050072d2930c869cac           2,846.64       16        2,543.87       302.77
   932 8603f0038fe0e52fedd3382d266723de           2,845.12       10        2,355.00       490.12
   933 1c40343cc5d18c2d8248ac2f3366de34           2,839.42       21        2,461.41       378.01
   934 7fc87cc3e89b3d1d5cabdca32f8485aa           2,835.82       14        2,153.90       681.92
   935 7238a95bb63ef7e498389fb863b834a1           2,835.11       15        2,265.70       569.41
   936 cea729054f157f5870bdd321a958d994           2,831.62       24        2,482.10       349.52
   937 ea6b12bf9ffe2bac34602ec631d97a47           2,831.32       11        2,625.80       205.52
   938 0ed6ce5d87fd9c69eaacaeb778d67235           2,829.25       43        2,141.42       687.83
   939 ffdd9f82b9a447f6f8d4b91554cc7dd3           2,828.66       18        2,101.20       727.46
   939 c013e57c075a06e5b5c48ee03c525719           2,828.66       42        1,971.55       857.11
   940 e9511df20ccd82658a30c37b7fb343af           2,823.10       22        2,096.60       726.50
   941 458d868c9642f55f18f04e951a3fdde6           2,822.75        2        2,718.00       104.75
   942 1444c08e64d55fb3c25f0f09c07ffcf2           2,818.74        1        2,749.00        69.74
   943 6989574bd97d9773f10d232b6c07da59           2,799.50        7        2,478.40       321.10
   944 1b7e5006cb25dd23ce8686691013b121           2,785.96       11        2,636.74       149.22
   945 14a08204d03bb6b6bde8029f801ae0eb           2,779.10       28        2,185.40       593.70
   946 729b2d09b2a0bdab221076327f13d050           2,768.66       49        1,822.11       946.55
   947 fe49ee029e61e789a1f3a5525f57ba8d           2,752.44       17        2,527.59       224.85
   948 f615fe7efbef0f4f08fd3086bc7a3e60           2,748.96       23        2,359.27       389.69
   949 0015a82c2db000af6aaaf3ae2ecb0532           2,748.06        3        2,685.00        63.06
   950 0ffa40d54288e4f3499b8780dd0f144f           2,746.47       33        2,162.80       583.67
   951 8f78f0903005064036736c7173a5c2ed           2,745.95       13        2,113.70       632.25
   952 e38db885400cd35c71dfd162f2c1dbcf           2,737.55       30        2,066.80       670.75
   953 6df688df543f90e9b38f4319e75a9d88           2,733.56       40        1,949.96       783.60
   954 9a84ba99f5367fdbd4598363496f1ea2           2,720.93       16        2,284.98       435.95
   955 5eeb9c756d9780b96283e5a2ac6da334           2,718.74        9        2,471.00       247.74
   956 df91910b6a03bb2e3358fa6a35e32f6f           2,707.12       14        2,312.10       395.02
   957 c2d70ce2c5d0a2eb75e78668236e6dc8           2,699.92       13        2,470.90       229.02
   958 de0c78824586e9a5f5f04fd84e25df39           2,697.83       14        2,489.30       208.53
   959 4978a02ea9c8be7a9b5480680f40334e           2,696.84       18        2,356.61       340.23
   960 78c99c6dff4eeae5be99bf635ed21e3f           2,695.77       31        2,030.88       664.89
   961 1354d51653f645349064725ed204e85e           2,694.72       18        2,410.00       284.72
   962 ed859002ad59dbf8cf3602696a6c3000           2,690.64        7        2,421.70       268.94
   963 fb89df7f89fd1b8f03fa2acca1ba7364           2,687.43       22        2,220.00       467.43
   964 dc8798cbf453b7e0f98745e396cc5616           2,680.70       41        2,056.30       624.40
   965 cfe94489ddd337d1e29e12f2a7205d10           2,672.82       20        2,376.00       296.82
   966 a08692680c77d30a0b4280da5df01c5a           2,660.91        6        2,433.00       227.91
   967 acadd4d36859671cb635527c6c977533           2,646.94       12        2,381.00       265.94
   968 6bbcb8924baf70b7fe2fe2097e8cd407           2,646.83       10        2,382.50       264.33
   969 d06d019f72a04e5497a0b64190af170c           2,641.44       17        2,415.93       225.51
   970 fa74b2f3287d296e9fbd2cc80f2d1cf1           2,635.68       11        2,459.89       175.79
   971 3d39fbf22a665714baf62fae36029e23           2,634.83        8        2,504.20       130.63
   972 76833248bbc0e65a0293ec62023e4396           2,630.68        2        2,399.98       230.70
   973 7f7b8245c336066a1f9933c359f11d77           2,630.23       38        2,094.36       535.87
